ID_CURSO_INFORME_NK,ID_CURSO_MATRICULA_NK,ID_PERSONA_NIP_NK,ID_CENTRO_NK,ID_PLAN_ESTUDIO_NK,ID_EXPEDIENTE_ACADEMICO_NK,ID_DEDICACION_ALUMNO_NK,FLG_NUEVO_INGRESO,FLG_EN_PROGRAMA_MOVILIDAD,FECHA_LECTURA_TESIS,SN_COTUTELA_TESIS,SN_MENCION_INTERNAC_TESIS,FECHA_MATRICULA,ID_ASIGNATURA_NK,CALIFICACION,FLG_SUPERADA,FLG_PRESENTADA,FLG_RECONOCIDA,FLG_TRANSFERIDA,FLG_SUSPENDIDA,FECHA_CALIFICACION,ID_PROFESOR_NIP_NK,ID_DEDICACION_PROFESOR_NK,FLG_TUTOR,FLG_DIRECTOR,FECHA_REFERENCIA,ID_CURSO_INFORME,ID_CURSO_MATRICULA,ID_ALUMNO,SEXO_ALUMNO,ID_PAIS_NACIONALIDAD_ALUMNO,ID_DEDICACION_ALUMNO,ID_PROFESOR,SEXO_PROFESOR,ID_PAIS_NACIONALIDAD_PROF,ID_PLAN_ESTUDIO,ID_ESTUDIO,ID_RAMA_CONOCIMIENTO,ID_ASIGNATURA,ID_TIPO_ASIGNATURA,ID_CALIFICACION,FLG_SEXENIO_VIVO,ID_DEDICACION_PROFESOR,ID_FECHA_CARGA,ID_CENTRO,SN_NUEVO_INGRESO,SN_EN_PROGRAMA_MOVILIDAD,SN_TUTOR,SN_DIRECTOR,NUM_SEXENIOS,FLG_TIEMPO_PARCIAL,ID_PAIS_NACIONALIDAD_ALUMNO_NK,FLG_EXTRANJERO,ID_FECHA_LECTURA_TESIS,ID_FECHA_MATRICULA,FLG_PROFESOR,FLG_TESIS_LEIDA,NUM_DIRECTORES_TESIS,ID_ESTUDIO_NK,ID_TIPO_BECA_NK,ID_TIPO_BECA,ID_TIPO_CONTRATO_NK,FLG_PROFESOR_UZ,FLG_PROFESOR_TIEMPO_COMPLETO,FLG_COTUTELA_TESIS,FLG_MENCION_INTERNAC_TESIS,FLG_BECADO,SN_TESIS_LEIDA,FLG_ABANDONO,SN_ABANDONO,FLG_ABANDONO_DENOMINADOR,DURACION_NETA_TESIS,FLG_TESIS_CUM_LAUDE,SN_PROFESOR_UZ,ID_SITUACION_ADVA,TOT_ARTICULOS_INDEX_UZ,NUMERO_ALU_ENCUESTA_GLOBAL_0,SN_MENCION_INDUSTRIAL,FLG_COMPENDIO_PUBLICACIONES,NUM_ART_IDX_ANO_SIG_UZ,TOT_ARTICULOS_NO_INDEX_PLAN,NUM_ART_NO_IDX_ANO_SIG_UZ,FECHA_RECON_SEXENIO_ESTATAL,ID_PROYECTO_INVESTIGACION,ID_UNIVERSIDAD_ORIGEN,FECHA_RECON_SEXENIO_AUTONOMICO,NUM_QUINQUENIOS,FLG_MENCION_INDUSTRIAL,ID_CATEGORIA_CUERPO_ESCALA,NUM_ART_NO_IDX_ANO_CURSO_RAMA,FECHA_CARGA,NUM_ART_IDX_ANO_SIG_RAMA,NUM_SEXENIO_ESTATAL,FLG_SEXENIO_VIVO_CNEAI,ID_UNIVERSIDAD_ORIGEN_NK,NUMERO_PROF_ENCUESTA_GLOBAL_2,NUM_SEXENIO_AUTONOMICO,FECHA_DEPOSITO_TESIS,TOT_ARTICULOS_NO_INDEX_UZ,NUMERO_ALU_ENCUESTA_GLOBAL_2,NUMERO_ALU_ENCUESTA_GLOBAL_5,NUMERO_PROF_ENCUESTA_GLOBAL_4,TOT_ARTICULOS_INDEX_PLAN,FLG_SEXENIO_VIVO_ESTATAL,SN_COMPENDIO_PUBLICACIONES,NUMERO_PROF_ENCUESTA_GLOBAL_3,NUM_ART_NO_IDX_ANO_SIG_PLAN,FLG_SEXENIO_VIVO_AUTONOMICO,NUM_ART_IDX_ANO_CURSO_PLAN,AMBITO_PROYECTO,ID_SEXO_PROFESOR,NUM_ART_NO_IDX_ANO_CURSO_PLAN,TOT_ARTICULOS_INDEX_RAMA,NUM_ART_IDX_ANO_CURSO_RAMA,SN_PRORROGA_1,ID_SEXO_ALUMNO,FLG_OTRA_UNIVERSIDAD_DENOM,AUT_AMPLIACION_TESIS,DIAS_BAJA,NUMERO_ALU_ENCUESTA_GLOBAL_4,ID_CATEGORIA_CUERPO_ESCALA_NK,NUM_REGS_TESIS,ID_PROYECTO_INVESTIGACION_NK,NUMERO_ALU_ENCUESTA_GLOBAL_3,NUM_ART_NO_IDX_ANO_CURSO_UZ,NUM_ART_NO_IDX_ANO_SIG_RAMA,FECHA_INSCRI_SOLICITUD_TESIS,FECHA_RECON_SEXENIO_CNEAI,DURACION_BRUTA_TESIS,NUMERO_PROF_ENCUESTA_GLOBAL_1,SN_PRORROGA_2,NUM_SEXENIOS_TRANSF,FLG_OTRA_UNIVERSIDAD,NUMERO_ALU_ENCUESTA_GLOBAL_1,TOT_ARTICULOS_NO_INDEX_RAMA,NUMERO_PROF_ENCUESTA_GLOBAL_0,NUMERO_PROF_ENCUESTA_GLOBAL_5,NUM_ART_IDX_ANO_SIG_PLAN,NUM_SEXENIO_CNEAI,NUM_ART_IDX_ANO_CURSO_UZ,ID_SITUACION_ADVA_NK
2021,2021,27133023,4400,10065,1000140,CR,0,0,2020-02-26,N,S,2021-02-26,419,AD,0,0,1,1,0,,40526484,TC,0,1,2025-06-03,20210,20210,65,M,91,4,8,M,2,65,46,3,419,8,8,0,1,20250603,44,N,N,N,S,3,1,QAT,1,20200226,20210226,1,1,2,4600,PR,36,CTR088631,1,1,0,1,1,S,0,N,0,1047.0,1,S,6,404,756,N,0,521,920,68,2021-10-23,506,467,2020-02-13,556,0,487,922,2021-04-17,22,816,0,698,896,961,2023-12-24,96,264,993,371,777,0,S,437,555,1,492,Vitae.,389,503,90,759,S,129,1,926,931,411,Qui.,805,Dolores laborum officiis aliquam.,954,298,611,2022-11-12,2023-10-20,167,894,N,568,0,810,836,591,126,534,32,497,EXCHI
2021,2011,92083242,1400,10096,1000141,SD,0,0,,S,N,2018-11-22,138,MH,0,0,0,1,0,2021-07-21,91307681,OT,1,0,2025-06-03,20210,20110,25,H,35,5,74,M,44,96,42,15,138,1,6,0,5,20250603,14,N,N,S,N,3,1,IRQ,1,0,20181122,1,0,2,4200,AU,45,CTR013298,1,1,1,0,1,N,1,S,1,0.0,0,S,5,239,904,S,0,959,616,618,2022-01-17,576,918,2020-04-25,31,1,83,257,2022-02-27,544,546,1,765,703,424,2021-07-25,433,23,437,90,827,0,N,723,31,1,416,Provident.,387,27,629,261,N,316,0,212,682,6,Modi.,264,Dolor quibusdam fugiat ut nulla labore.,941,468,521,2022-09-27,2021-12-31,376,126,S,323,0,44,750,491,951,120,47,611,EXCFC
2017,2013,81300905,1000,10061,1000142,SD,0,0,2022-07-27,S,S,2022-08-19,14,RE,0,0,1,1,0,,10482769,VI,0,1,2025-06-03,20170,20130,41,H,23,5,59,H,10,61,41,7,14,2,9,1,4,20250603,10,N,N,N,S,2,0,GTM,1,20220727,20220819,1,1,1,4100,FI,142,CTR096252,1,0,1,1,0,S,0,N,0,991.0,1,S,4,649,511,S,1,83,507,236,2022-01-13,393,151,2021-12-03,894,0,348,219,2021-12-22,697,926,0,310,198,522,2021-07-04,43,53,298,415,641,0,N,354,646,1,103,Rerum.,726,556,428,113,N,978,1,725,460,37,Hic.,626,Exercitationem enim maxime iste nostrum.,702,859,65,2023-03-01,2023-11-15,993,142,N,459,1,825,273,591,369,538,399,981,EXCS
2022,2022,81300905,1300,10015,1000143,CR,0,0,2023-03-23,N,N,2019-04-28,496,CO,0,0,1,1,0,2020-01-28,67845324,OT,0,1,2025-06-03,20220,20220,41,H,4,4,64,H,20,15,15,2,496,5,7,0,5,20250603,13,N,N,N,S,1,1,CUB,1,20230323,20190428,1,1,1,1500,IN,77,CTR057088,1,0,0,0,0,S,0,N,0,918.0,1,S,8,451,142,S,1,541,73,100,2021-10-01,294,68,2020-03-31,703,0,94,353,2023-09-03,124,527,1,55,389,954,2022-10-29,959,213,333,800,717,0,N,571,925,1,751,Ratione.,532,738,814,445,N,228,1,330,345,880,Eius.,201,Nihil impedit in.,197,413,701,2021-06-14,2021-06-20,721,825,S,307,1,682,892,634,106,419,143,458,COM
2011,2018,34152669,2900,10002,1000144,PH,0,0,,N,N,2023-03-15,320,SS,0,1,0,0,1,2020-03-28,916723,TC,0,1,2025-06-03,20110,20180,97,M,68,3,1,H,30,2,38,11,320,10,2,0,1,20250603,29,N,N,N,S,6,0,GRC,1,0,20230315,1,0,1,3800,FI,32,CTR031403,1,1,0,0,1,N,0,N,0,0.0,0,S,8,232,693,S,0,700,91,939,2023-03-28,164,662,2023-03-09,17,1,939,895,2022-03-23,499,66,1,362,135,455,2022-03-19,234,134,683,428,873,0,N,81,81,0,252,Non eligendi.,528,975,720,216,N,333,0,496,53,885,Fuga.,741,Placeat doloribus praesentium exercitationem ut.,411,930,377,2020-08-21,2023-11-01,692,94,N,442,0,124,232,616,236,396,838,165,COM
2020,2024,62059365,2500,10097,1000145,TC,0,1,,S,S,2019-06-13,26,AP,1,1,0,0,0,,59791674,TC,1,1,2025-06-03,20200,20240,91,M,86,1,81,M,57,97,49,6,26,4,3,1,1,20250603,25,N,S,S,S,5,1,BHR,1,0,20190613,1,0,1,4900,MC,44,CTR016455,1,1,1,1,0,N,1,S,1,0.0,1,S,5,113,825,N,1,536,379,327,2021-11-25,671,405,2022-12-18,234,0,833,808,2023-01-27,757,227,0,748,295,524,2020-07-11,158,420,264,342,822,0,N,899,16,0,348,Perspiciatis.,718,368,502,219,N,583,1,132,473,29,At.,171,Aliquid rerum magni occaecati dolores minus iste.,480,416,890,2023-12-23,2022-04-20,37,827,S,532,1,687,871,505,570,181,695,649,EXCFC
2021,2019,62464258,2800,10063,1000146,PH,0,0,2022-04-08,S,N,2022-11-14,145,SS,0,1,0,1,1,2021-06-26,92649206,TP,0,0,2025-06-03,20210,20190,21,H,82,3,29,H,100,63,11,11,145,1,2,1,2,20250603,28,N,N,N,N,1,0,PAN,1,20220408,20221114,1,1,2,1100,PD,133,CTR056498,1,0,1,0,0,S,1,S,1,1316.0,1,S,4,858,417,N,0,383,4,927,2022-05-19,668,365,2022-03-21,948,0,358,61,2021-08-06,593,803,0,630,477,839,2022-10-09,910,775,797,108,110,1,N,913,937,1,422,Tempore.,529,852,299,351,N,830,0,506,480,998,Ea.,264,Est tempora dignissimos iusto esse.,106,989,841,2023-06-18,2020-10-06,150,595,S,135,0,319,602,353,707,182,620,145,EXCS
2018,2013,15060409,2800,10011,1000147,SD,1,0,,N,N,2018-07-07,75,CO,0,0,0,0,0,,44039203,TP,0,0,2025-06-03,20180,20130,61,H,86,5,70,H,33,11,11,11,75,5,7,1,2,20250603,28,S,N,N,N,1,0,BHR,1,0,20180707,1,0,3,1100,PR,86,CTR044438,1,0,0,0,1,N,1,S,1,0.0,0,S,4,283,493,S,1,965,5,741,2022-03-02,294,128,2021-10-29,464,1,534,763,2021-08-31,298,110,1,68,460,42,2022-03-01,943,31,20,428,632,1,S,438,526,1,355,Adipisci.,772,316,316,65,S,116,1,507,172,854,Non.,297,Iusto illo earum illo ullam molestiae officia.,897,827,750,2020-06-09,2022-08-22,380,394,S,162,1,306,477,38,463,778,919,713,EXCS
2011,2019,22083803,100,10077,1000148,TP,1,1,,N,N,2021-04-12,387,SS,0,1,0,0,1,,50147077,TC,1,0,2025-06-03,20110,20190,69,H,48,2,42,H,55,77,9,2,387,2,2,1,1,20250603,1,S,S,S,N,5,1,ATG,1,0,20210412,1,0,1,900,AU,105,CTR025991,1,0,0,0,0,N,0,N,0,0.0,0,S,6,702,373,S,1,998,133,857,2023-09-04,328,477,2023-09-10,546,0,414,431,2021-03-13,688,829,0,341,838,586,2023-12-22,960,672,339,530,150,0,N,212,45,1,396,Reiciendis.,312,96,499,281,S,475,1,594,705,173,Sint.,938,Provident velit iure in debitis at.,311,327,835,2023-02-21,2023-03-19,472,253,N,263,1,164,863,461,361,74,209,111,EXCHI
2016,2021,79968863,2800,10037,1000149,CR,1,1,2021-04-08,N,N,2023-12-15,375,CO,0,0,0,0,0,2021-11-10,48557943,VI,0,1,2025-06-03,20160,20210,52,M,84,4,58,H,10,37,22,7,375,4,7,1,4,20250603,28,S,S,N,S,3,1,BWA,1,20210408,20231215,1,1,1,2200,FP,131,CTR053423,1,0,0,0,0,S,1,S,1,1181.0,0,S,7,804,787,S,0,810,840,931,2021-03-29,13,870,2020-04-10,762,0,57,15,2020-03-07,485,810,0,428,225,82,2022-10-18,991,234,75,119,202,1,N,469,470,1,65,Aut eum et.,136,934,60,266,S,575,1,10,236,586,Ad.,149,Fugit consectetur quasi suscipit id aspernatur.,361,585,767,2022-07-31,2021-09-30,792,109,N,574,1,425,117,704,934,887,131,548,SUS
2016,2021,1534878,2400,10020,1000150,TP,1,0,,N,N,2020-02-07,41,CO,0,0,1,0,0,2021-11-24,97077009,OT,0,0,2025-06-03,20160,20210,12,H,85,2,94,M,49,20,47,11,41,4,7,1,5,20250603,24,S,N,N,N,5,0,NER,1,0,20200207,1,0,2,4700,MC,54,CTR097828,1,1,0,0,1,N,1,S,1,0.0,1,S,4,360,683,N,0,165,579,298,2021-05-10,39,424,2020-10-04,156,0,796,272,2022-12-12,931,782,0,812,275,155,2022-05-11,381,730,911,992,110,1,N,272,419,0,778,Fugiat rem.,321,236,337,249,N,290,1,901,129,382,Ea.,959,Inventore maiores eos placeat a officiis.,765,388,104,2021-12-21,2020-04-21,567,673,S,377,0,345,602,938,302,490,149,562,EXCS
2018,2024,79968863,5000,10065,1000151,CR,1,1,,N,S,2023-04-03,100,AN,0,0,0,1,0,2023-11-24,55813853,OT,0,0,2025-06-03,20180,20240,52,M,20,4,43,M,14,65,5,4,100,3,10,1,5,20250603,50,S,S,N,N,5,1,TGO,1,0,20230403,1,0,2,500,MC,64,CTR094198,1,1,0,1,1,N,0,N,0,0.0,0,S,3,272,909,S,0,584,935,328,2021-06-03,921,529,2022-08-17,372,1,817,781,2023-04-20,694,215,0,24,74,584,2020-10-04,564,215,412,194,900,1,N,836,29,0,347,Quam saepe.,377,962,360,782,S,419,0,588,71,85,Sint.,625,Voluptas cupiditate culpa mollitia vero.,116,497,352,2023-04-30,2020-07-23,549,310,N,51,0,593,781,502,540,825,563,108,EXCF
2017,2018,65609379,4100,10045,1000152,CR,0,1,,S,N,2018-07-06,133,AD,0,0,0,1,0,2022-10-15,15867870,VI,0,1,2025-06-03,20170,20180,78,M,64,4,20,M,83,45,35,7,133,4,8,0,4,20250603,41,N,S,N,S,2,0,FSM,1,0,20180706,1,0,3,3500,PR,36,CTR071952,1,1,1,0,0,N,1,S,1,0.0,1,S,6,95,33,S,0,783,682,314,2020-09-17,206,255,2022-05-19,511,0,925,392,2023-05-09,941,75,1,556,457,189,2023-09-20,569,709,178,660,100,1,N,497,493,0,999,Voluptatibus.,404,454,829,441,S,113,1,601,713,429,Cum.,723,Inventore labore autem facere suscipit iusto.,498,345,562,2022-06-01,2020-12-19,502,335,N,322,1,88,910,693,578,49,162,173,EXCHI
2020,2020,41178850,900,10022,1000153,CR,0,0,2022-08-16,N,S,2021-09-01,365,SS,0,1,1,0,1,,55813853,TC,0,1,2025-06-03,20200,20200,22,H,56,4,43,M,36,22,41,6,365,3,2,0,1,20250603,9,N,N,N,S,3,1,LIE,1,20220816,20210901,1,1,2,4100,IN,57,CTR081861,1,0,0,1,1,S,1,S,1,1171.0,1,S,7,507,954,S,1,723,436,484,2023-02-05,984,932,2020-09-17,310,1,118,557,2022-10-12,523,360,0,193,971,393,2023-06-02,227,432,912,961,166,0,S,504,633,1,626,Eligendi.,100,503,491,805,S,835,1,351,356,815,Modi.,214,Laboriosam voluptatem perferendis eaque amet.,207,962,878,2022-11-25,2021-09-25,512,405,S,64,0,330,187,194,642,921,220,84,SUS
2017,2011,29410942,3600,10039,1000154,SD,0,1,,N,S,2020-03-14,468,NP,0,0,1,0,0,2021-03-11,67845324,AS,0,1,2025-06-03,20170,20110,36,M,7,5,64,H,88,39,19,4,468,6,1,0,3,20250603,36,N,S,N,S,1,1,AUT,1,0,20200314,1,0,3,1900,PR,126,CTR020968,1,1,0,1,0,N,1,S,1,0.0,0,S,10,616,11,N,0,878,606,480,2020-09-13,1,120,2020-10-23,953,0,256,785,2022-07-27,681,242,1,562,24,244,2022-12-19,487,201,411,68,6,0,S,119,621,1,148,Dolor nemo.,689,860,768,567,S,719,1,706,721,912,Quod.,111,Velit ratione quis illo laborum error odio.,548,873,141,2020-04-17,2021-11-12,470,820,S,138,0,470,457,432,696,718,563,837,BAJ
2023,2016,12205980,400,10080,1000155,PH,1,0,2020-02-25,N,N,2023-01-27,451,SB,1,1,1,1,0,2020-02-28,73504237,OT,0,1,2025-06-03,20230,20160,79,H,55,3,63,H,60,80,21,6,451,10,5,1,5,20250603,4,S,N,N,S,0,0,SMR,1,20200225,20230127,1,1,2,2100,MC,114,CTR024593,1,0,0,0,0,S,1,S,1,1239.0,0,S,9,225,903,S,1,551,565,772,2021-08-25,412,177,2020-04-22,125,1,395,121,2022-09-18,761,66,0,399,743,805,2022-11-28,350,10,664,872,723,0,N,727,470,0,694,Nam.,433,473,918,995,N,294,1,430,329,690,Quae.,578,Mollitia ipsam voluptatem numquam fuga.,860,289,379,2023-07-21,2023-07-13,5,911,S,228,1,504,711,85,505,976,470,152,JUB
2024,2015,63193474,1600,10041,1000156,CR,1,0,2023-10-07,N,S,2020-03-26,114,SS,0,1,1,1,1,2023-10-13,2921981,TC,1,1,2025-06-03,20240,20150,46,H,63,4,95,M,93,41,3,3,114,9,2,1,1,20250603,16,S,N,S,S,0,1,UZB,1,20231007,20200326,1,1,3,300,FP,1,CTR062317,1,1,0,1,0,S,1,S,1,792.0,1,S,10,423,926,N,0,402,885,289,2022-08-26,834,391,2021-02-17,185,0,905,835,2022-07-20,64,349,1,864,844,784,2020-02-09,115,363,622,602,515,0,S,505,376,0,948,Est.,730,239,646,674,S,991,0,97,26,150,Eius.,496,Rem repellendus corporis.,746,540,953,2020-11-21,2021-10-16,263,132,N,408,0,456,725,596,603,473,769,782,BAJ
2010,2016,21436829,2600,10032,1000157,TP,0,1,2022-06-22,S,N,2020-03-23,345,AP,1,1,1,0,0,,50147077,TC,1,0,2025-06-03,20100,20160,23,M,72,2,42,H,56,32,10,7,345,1,3,1,1,20250603,26,N,S,S,N,1,1,GNB,1,20220622,20200323,1,1,1,1000,IN,7,CTR052083,1,0,1,0,0,S,0,N,0,1281.0,1,S,10,935,242,S,1,173,565,352,2023-09-24,896,6,2020-08-30,631,1,357,405,2021-05-22,553,389,1,117,557,639,2022-04-12,20,129,797,689,711,1,N,996,174,0,879,Doloremque.,531,546,849,461,N,433,0,604,898,637,Quas.,403,Facere pariatur architecto harum.,481,616,958,2023-07-25,2022-12-31,54,833,S,543,1,766,71,335,507,189,949,148,BAJ
2024,2019,15060409,1400,10052,1000158,SD,1,1,,N,N,2018-01-16,399,MH,0,0,1,1,0,2020-08-27,34152669,AS,0,1,2025-06-03,20240,20190,61,H,42,5,97,M,7,52,13,10,399,7,6,1,3,20250603,14,S,S,N,S,6,1,SWE,1,0,20180116,1,0,3,1300,PR,106,CTR050478,1,1,0,0,0,N,1,S,1,0.0,0,S,5,962,97,N,0,973,571,940,2022-01-08,102,688,2021-12-16,11,0,125,25,2021-09-05,168,354,0,535,326,531,2020-07-23,166,806,904,764,919,0,N,617,103,1,574,Facilis non.,531,279,185,788,N,958,0,83,648,461,Sed.,861,Temporibus sequi ullam ex.,321,838,880,2021-01-14,2021-09-03,617,228,N,213,1,50,122,674,868,203,741,239,EXCFC
2021,2012,78268756,5000,10066,1000159,CR,1,1,,S,N,2022-10-05,324,MH,0,0,1,0,0,2023-06-18,41178850,TP,1,1,2025-06-03,20210,20120,77,H,16,4,22,H,60,66,7,12,324,10,6,1,2,20250603,50,S,S,S,S,2,1,BLR,1,0,20221005,1,0,1,700,AU,15,CTR058685,1,1,1,0,0,N,1,S,1,0.0,0,S,5,874,367,N,1,663,423,338,2020-11-19,214,825,2022-04-11,960,1,927,968,2023-08-28,855,379,0,725,49,732,2020-03-07,352,912,767,252,585,0,N,48,275,1,519,Accusantium.,465,30,589,164,S,50,1,599,626,454,Sunt.,135,Quo sunt illo pariatur.,349,23,508,2022-08-18,2023-11-13,515,966,S,89,1,408,86,414,738,782,930,259,EXCFC
2022,2023,8338186,2000,10087,1000160,PH,1,0,2023-12-02,S,S,2022-10-09,94,SS,0,1,1,1,1,2021-05-24,916723,VI,0,1,2025-06-03,20220,20230,18,H,62,3,1,H,29,87,26,12,94,3,2,1,4,20250603,20,S,N,N,S,1,0,DMA,1,20231202,20221009,1,1,1,2600,MC,14,CTR002047,1,1,1,1,1,S,0,N,0,680.0,0,S,10,674,714,S,0,81,675,558,2021-07-06,282,516,2020-01-26,685,0,206,133,2020-07-07,520,151,0,897,753,292,2021-06-06,1000,818,934,130,498,1,S,36,513,1,935,Nisi quis.,681,149,342,111,N,555,0,916,758,104,Ad.,304,Temporibus ullam sequi assumenda rem non.,145,411,116,2022-06-11,2021-12-10,562,876,S,146,1,743,566,580,904,866,206,941,BAJ
2019,2024,27568520,3500,10088,1000161,CR,0,1,2021-02-06,N,S,2023-08-04,337,CO,0,0,0,0,0,,7467311,OT,1,0,2025-06-03,20190,20240,75,M,33,4,82,M,88,88,30,14,337,5,7,0,5,20250603,35,N,S,S,N,6,0,LBR,1,20210206,20230804,1,1,1,3000,IN,77,CTR018457,1,0,0,1,0,S,1,S,1,778.0,0,S,10,913,363,N,0,62,781,93,2020-08-07,467,481,2023-11-16,68,0,285,444,2021-05-12,459,145,1,971,323,952,2023-12-30,746,482,619,195,512,0,S,568,755,1,870,Placeat.,255,360,632,369,S,520,1,725,914,713,Et.,296,Fugit illo beatae laboriosam voluptatem natus.,610,116,340,2022-01-30,2020-06-03,121,728,N,198,0,618,756,77,906,509,768,755,BAJ
2012,2014,54414096,900,10021,1000162,TC,0,0,2022-12-27,N,S,2021-01-15,461,SS,0,1,1,1,1,2021-12-25,70532309,TP,0,1,2025-06-03,20120,20140,24,H,37,1,54,M,24,21,30,3,461,8,2,1,2,20250603,9,N,N,N,S,3,1,SLB,1,20221227,20210115,1,1,2,3000,AU,85,CTR079720,1,0,0,1,0,S,1,S,1,813.0,0,S,7,459,924,N,0,7,626,214,2023-07-26,623,83,2023-08-11,643,1,126,508,2020-04-20,554,789,1,108,38,428,2022-11-09,736,257,608,367,312,1,S,439,580,0,832,Eligendi.,536,69,888,963,S,610,0,270,144,751,Id.,961,Culpa maiores blanditiis consequuntur.,291,885,425,2023-07-31,2021-01-05,727,225,N,315,1,356,200,271,688,208,330,511,SUS
2010,2015,59302835,1800,10096,1000163,SD,0,1,,S,S,2019-07-28,39,AN,0,0,0,1,0,,85726382,AS,0,0,2025-06-03,20100,20150,72,M,45,5,31,H,77,96,40,1,39,3,10,0,3,20250603,18,N,S,N,N,0,0,NOR,1,0,20190728,1,0,2,4000,PR,36,CTR022665,1,1,1,1,0,N,0,N,0,0.0,0,S,4,937,956,N,0,381,268,57,2021-07-04,800,923,2021-05-08,89,1,22,210,2021-12-03,375,253,1,879,707,765,2022-09-23,976,952,195,794,199,1,S,769,597,1,596,Iste neque.,772,502,950,562,S,471,1,824,374,70,Sit.,410,Quo ipsam sed iure nesciunt molestiae.,415,989,349,2021-08-28,2020-03-10,982,77,N,98,1,421,60,91,873,656,616,715,EXCS
2022,2013,92649206,2600,10067,1000164,PH,0,1,2020-02-25,N,N,2022-07-10,490,MH,0,0,1,0,0,2022-11-16,20560218,OT,1,0,2025-06-03,20220,20130,29,H,24,3,39,H,57,67,38,8,490,5,6,1,5,20250603,26,N,S,S,N,3,0,BLZ,1,20200225,20220710,1,1,2,3800,FI,32,CTR077550,1,0,0,0,0,S,0,N,0,1008.0,0,S,8,198,63,N,0,401,17,195,2023-03-12,51,284,2023-01-07,537,0,67,809,2022-11-27,9,142,0,392,839,544,2023-12-05,652,977,606,614,961,0,S,645,481,1,363,Nulla rerum.,669,834,907,392,S,801,0,743,150,19,Iure.,982,Quae ratione ea aut dicta.,112,553,314,2023-09-10,2022-03-25,662,932,S,873,1,723,48,389,775,310,195,563,COM
2022,2021,54414096,1600,10024,1000165,TP,0,1,,N,N,2020-05-05,371,RE,0,0,1,1,0,2020-12-08,7749299,OT,1,0,2025-06-03,20220,20210,24,H,12,2,89,H,21,24,22,9,371,3,9,1,5,20250603,16,N,S,S,N,5,0,ITA,1,0,20200505,1,0,3,2200,PR,26,CTR027815,1,0,0,0,1,N,0,N,0,0.0,0,S,5,35,611,S,0,450,989,320,2022-09-14,214,370,2023-10-12,26,0,300,21,2023-12-19,971,9,0,776,26,556,2022-05-23,255,11,978,63,786,1,S,618,555,1,839,Nisi.,342,849,539,638,N,272,1,714,345,846,Sit.,379,Nostrum sed modi magnam magni doloribus.,26,846,27,2021-02-14,2022-08-26,476,130,N,944,1,934,585,359,582,76,420,594,EXCFC
2018,2019,91313946,3400,10082,1000166,PH,0,0,2023-04-27,S,S,2023-05-07,137,AN,0,0,0,0,0,2023-11-27,75686878,VI,0,0,2025-06-03,20180,20190,51,H,74,3,88,H,70,82,46,5,137,6,10,0,4,20250603,34,N,N,N,N,1,0,SRB,1,20230427,20230507,1,1,2,4600,PD,93,CTR027149,1,1,1,1,1,S,1,S,1,1276.0,0,S,6,448,11,N,0,75,105,772,2021-08-31,987,305,2020-05-15,285,0,702,488,2021-02-17,319,31,1,178,897,154,2023-04-03,366,452,895,133,367,0,S,801,20,0,17,Eos unde.,341,181,820,717,N,786,1,341,537,152,Odio.,236,Quo quo dolore odio.,597,637,697,2022-05-31,2023-12-31,974,244,N,627,1,518,709,294,103,434,800,213,EXCHI
2013,2011,70890196,3200,10025,1000167,CR,1,1,,S,N,2020-02-22,98,SS,0,1,0,0,1,2023-12-10,404729,AS,1,1,2025-06-03,20130,20110,56,H,23,4,98,H,96,25,31,3,98,10,2,1,3,20250603,32,S,S,S,S,3,1,GTM,1,0,20200222,1,0,2,3100,FI,32,CTR028417,1,1,1,0,0,N,0,N,0,0.0,1,S,10,325,592,N,1,850,600,383,2023-08-08,840,950,2020-11-29,414,0,356,82,2021-01-04,45,624,0,69,38,151,2023-07-26,144,790,573,264,946,1,S,25,943,1,283,Quidem error.,685,798,465,999,N,562,0,33,247,192,Hic.,995,Iste tempora illo modi. Voluptate sapiente quam.,662,983,449,2020-06-11,2020-06-16,455,809,S,313,1,327,901,542,615,956,804,93,BAJ
2022,2013,73504237,2400,10043,1000168,SD,1,1,,N,S,2023-01-28,29,RE,0,0,0,0,0,,48258264,TC,1,0,2025-06-03,20220,20130,63,H,98,5,15,M,84,43,20,5,29,6,9,0,1,20250603,24,S,S,S,N,6,1,COL,1,0,20230128,1,0,1,2000,PR,146,CTR035352,1,1,0,1,1,N,0,N,0,0.0,1,S,8,408,128,N,0,203,920,658,2020-03-12,511,910,2021-10-06,82,0,809,212,2021-11-25,323,191,0,584,547,481,2023-05-08,425,604,851,866,128,1,N,616,460,0,396,Maxime.,879,894,805,902,N,615,1,108,158,258,Unde.,151,Deserunt nobis consequuntur.,769,933,88,2023-03-03,2021-11-11,900,128,N,410,1,966,323,682,170,507,410,679,COM
